"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades"
"INFY","EQ","04-Nov-2019","        687.90","        681.80","        732.50","        678.15","        710.10","        709.00","        714.20","   29381982","         20984607124.25","     384467"
"INFY","EQ","05-Nov-2019","        709.00","        708.75","        708.75","        691.50","        695.05","        696.10","        699.32","   12897805","          9019750145.40","     204502"
"INFY","EQ","06-Nov-2019","        696.10","        695.80","        721.50","        692.00","        712.50","        712.30","        710.66","   21372589","         15188685234.35","     344247"
"INFY","EQ","07-Nov-2019","        712.30","        717.00","        724.35","        712.10","        720.25","        720.10","        718.75","   13733737","          9871154252.90","     205054"
"INFY","EQ","08-Nov-2019","        720.10","        722.00","        724.25","        705.50","        708.30","        708.15","        716.33","    8585630","          6150137780.35","     114589"
"INFY","EQ","11-Nov-2019","        708.15","        698.90","        707.20","        698.00","        703.10","        704.40","        703.64","    6951494","          4891336200.20","     118370"
"INFY","EQ","13-Nov-2019","        704.40","        696.50","        700.00","        687.75","        691.45","        691.35","        695.08","    9973690","          6932539254.05","     182739"
"INFY","EQ","14-Nov-2019","        691.35","        696.35","        709.80","        696.35","        705.05","        705.30","        705.92","   10539902","          7440318352.30","     172258"
"INFY","EQ","15-Nov-2019","        705.30","        709.05","        712.95","        702.30","        704.60","        703.90","        705.52","    7362623","          5194471562.05","     122419"
"INFY","EQ","18-Nov-2019","        703.90","        705.00","        710.00","        699.30","        709.90","        705.20","        703.53","    7490916","          5270093825.70","     140015"
"INFY","EQ","19-Nov-2019","        705.20","        709.90","        714.00","        705.00","        712.80","        712.85","        710.87","    6495885","          4617726813.95","     127941"
"INFY","EQ","20-Nov-2019","        712.85","        712.80","        715.00","        705.00","        713.00","        713.00","        710.95","    6142171","          4366791187.10","      87462"
"INFY","EQ","21-Nov-2019","        713.00","        715.50","        721.45","        710.50","        712.15","        713.25","        714.88","    9692973","          6929352718.45","     127699"
"INFY","EQ","22-Nov-2019","        713.25","        711.75","        712.00","        685.10","        692.95","        693.20","        693.38","   14415826","          9995652431.05","     223156"
"INFY","EQ","25-Nov-2019","        693.20","        693.35","        705.15","        693.20","        699.00","        698.10","        698.13","    7334511","          5120436170.30","     109264"
"INFY","EQ","26-Nov-2019","        698.10","        705.00","        707.25","        686.00","        692.60","        690.60","        693.08","   27253106","         18888701555.80","     163058"
"INFY","EQ","27-Nov-2019","        690.60","        694.25","        697.65","        690.10","        696.15","        695.75","        694.39","    3861635","          2681478170.25","      64039"
"INFY","EQ","28-Nov-2019","        695.75","        699.10","        703.35","        694.05","        701.45","        701.85","        698.53","    4837683","          3379270403.10","      84619"
"INFY","EQ","29-Nov-2019","        701.85","        700.90","        702.30","        691.55","        695.80","        696.35","        695.72","    4262379","          2965402318.65","     110226"
"INFY","EQ","02-Dec-2019","        696.35","        703.10","        704.00","        690.30","        692.75","        692.70","        693.51","    9383736","          6507684351.30","     102880"
"INFY","EQ","03-Dec-2019","        692.70","        692.70","        699.70","        688.55","        699.00","        698.35","        696.23","    5239013","          3647553741.70","      84499"
"INFY","EQ","04-Dec-2019","        698.35","        697.00","        710.50","        693.35","        708.25","        708.85","        706.09","    7427886","          5244767944.90","     169304"
"INFY","EQ","05-Dec-2019","        708.85","        706.45","        715.90","        703.80","        714.10","        714.85","        712.06","    4814422","          3428139267.65","      76989"
"INFY","EQ","06-Dec-2019","        714.85","        715.95","        720.00","        709.60","        714.50","        715.10","        715.43","    5226096","          3738886364.80","      79319"
"INFY","EQ","09-Dec-2019","        715.10","        716.00","        722.35","        714.25","        716.05","        717.25","        718.66","    6435865","          4625177252.05","     114112"
"INFY","EQ","10-Dec-2019","        717.25","        713.00","        718.50","        710.00","        713.45","        714.55","        715.42","    4457939","          3189284687.65","      81372"
"INFY","EQ","11-Dec-2019","        714.55","        716.60","        722.70","        713.00","        720.00","        721.05","        718.49","    6043554","          4342244980.80","     125702"
"INFY","EQ","12-Dec-2019","        721.05","        718.50","        720.70","        699.55","        702.10","        702.10","        706.03","   11112042","          7845417394.45","     163350"
"INFY","EQ","13-Dec-2019","        702.10","        700.35","        712.90","        700.35","        711.50","        711.30","        708.50","   10302412","          7299214569.75","     132030"
"INFY","EQ","16-Dec-2019","        711.30","        712.30","        720.20","        710.20","        714.25","        714.00","        715.89","    5616324","          4020694131.10","     116838"
"INFY","EQ","17-Dec-2019","        714.00","        719.70","        731.25","        715.00","        730.50","        729.70","        726.51","   10525565","          7646917889.85","     193372"
"INFY","EQ","18-Dec-2019","        729.70","        731.00","        737.30","        722.75","        733.40","        732.45","        732.13","   12215295","          8943242214.25","     210673"
"INFY","EQ","19-Dec-2019","        732.45","        733.50","        735.95","        724.60","        732.00","        730.85","        729.59","    7199210","          5252474994.35","     165219"
"INFY","EQ","20-Dec-2019","        730.85","        731.00","        735.00","        728.25","        730.00","        731.55","        731.45","    7794167","          5701077059.75","     131404"
"INFY","EQ","23-Dec-2019","        731.55","        732.15","        737.30","        731.65","        735.95","        736.00","        734.61","    4975608","          3655128113.45","      80052"
"INFY","EQ","24-Dec-2019","        736.00","        736.95","        736.95","        728.30","        734.25","        733.40","        732.75","    2890759","          2118192660.85","      50306"
"INFY","EQ","26-Dec-2019","        733.40","        732.00","        734.55","        726.55","        729.50","        728.95","        730.42","    3821806","          2791528460.65","      48763"
"INFY","EQ","27-Dec-2019","        728.95","        729.75","        737.50","        728.85","        736.55","        736.95","        734.36","    3399094","          2496171888.65","      65467"
"INFY","EQ","30-Dec-2019","        736.95","        736.10","        737.95","        727.25","        732.50","        732.90","        732.53","    5368416","          3932522164.05","     115398"
"INFY","EQ","31-Dec-2019","        732.90","        729.70","        737.75","        725.45","        732.00","        731.15","        732.75","    6927885","          5076419897.30","     156522"
"INFY","EQ","01-Jan-2020","        731.15","        735.00","        740.00","        732.55","        739.35","        736.85","        735.35","    2112415","          1553368748.80","      36769"
"INFY","EQ","02-Jan-2020","        736.85","        738.90","        740.80","        730.90","        735.75","        734.70","        735.22","    5658200","          4160025335.75","     102483"
"INFY","EQ","03-Jan-2020","        734.70","        733.90","        748.00","        733.90","        745.00","        746.00","        744.67","    7882938","          5870173302.35","     105632"
"INFY","EQ","06-Jan-2020","        746.00","        746.10","        753.80","        736.50","        738.50","        738.85","        743.51","    6519403","          4847236982.15","     129992"
"INFY","EQ","07-Jan-2020","        738.85","        738.00","        742.60","        725.10","        729.30","        727.90","        734.63","    7899363","          5803119824.55","     189680"
"INFY","EQ","08-Jan-2020","        727.90","        724.95","        729.00","        708.30","        718.90","        718.20","        717.84","    8639443","          6201707522.40","     232857"
"INFY","EQ","09-Jan-2020","        718.20","        721.70","        731.50","        714.30","        727.60","        727.55","        724.60","   13521186","          9797455291.55","     161064"
"INFY","EQ","10-Jan-2020","        727.55","        740.45","        742.90","        730.50","        740.00","        738.15","        737.69","    9341405","          6891078451.30","     145267"
"INFY","EQ","13-Jan-2020","        738.15","        760.00","        777.50","        755.00","        772.50","        773.55","        769.14","   36952038","         28421129304.65","     753340"
"INFY","EQ","14-Jan-2020","        773.55","        769.95","        776.95","        767.20","        775.50","        775.65","        772.12","   11414418","          8813264899.15","     289583"
"INFY","EQ","15-Jan-2020","        775.65","        773.85","        773.85","        762.15","        766.30","        767.55","        766.99","    6047430","          4638298219.05","      96319"
"INFY","EQ","16-Jan-2020","        767.55","        770.70","        772.50","        760.25","        767.20","        767.00","        766.35","    5740586","          4399309408.85","      93520"
"INFY","EQ","17-Jan-2020","        767.00","        770.70","        772.90","        762.25","        767.45","        767.85","        766.35","    3762957","          2883743849.90","      98313"
"INFY","EQ","20-Jan-2020","        767.85","        771.60","        774.40","        762.95","        768.85","        768.45","        767.06","    3887680","          2982074923.85","      81096"
"INFY","EQ","21-Jan-2020","        768.45","        768.45","        770.50","        760.75","        761.15","        762.50","        764.09","    4448374","          3398977857.25","      83703"
"INFY","EQ","22-Jan-2020","        762.50","        768.45","        778.00","        766.00","        769.80","        770.20","        771.58","    9733935","          7510499147.55","     148501"
"INFY","EQ","23-Jan-2020","        770.20","        777.10","        785.50","        776.70","        782.35","        784.35","        781.01","   12528017","          9784566374.55","     197205"
"INFY","EQ","24-Jan-2020","        784.35","        775.75","        786.50","        773.60","        783.00","        782.75","        779.20","    7540490","          5875559436.25","     131263"
"INFY","EQ","27-Jan-2020","        782.75","        779.05","        784.80","        774.40","        778.05","        778.10","        778.05","    3741610","          2911159552.35","     102550"
"INFY","EQ","28-Jan-2020","        778.10","        781.00","        781.80","        772.00","        778.00","        778.00","        775.99","    5121009","          3973833551.80","     108248"
"INFY","EQ","29-Jan-2020","        778.00","        786.60","        792.80","        784.25","        790.00","        789.70","        787.87","    6832757","          5383335132.00","      83287"
"INFY","EQ","30-Jan-2020","        789.70","        789.70","        789.70","        778.00","        780.60","        780.70","        781.35","    3859680","          3015775801.15","      98962"
"INFY","EQ","31-Jan-2020","        780.70","        780.55","        784.95","        771.60","        777.70","        775.95","        776.84","    6092028","          4732547586.75","      72176"
"INFY","EQ","01-Feb-2020","        775.95","        775.10","        791.25","        769.25","        777.00","        779.50","        779.56","    5104062","          3978923966.60","     105374"
"INFY","EQ","03-Feb-2020","        779.50","        782.00","        790.95","        764.50","        767.10","        767.40","        771.38","    6416745","          4949738299.40","     132708"
"INFY","EQ","04-Feb-2020","        767.40","        770.10","        789.90","        770.10","        788.10","        787.85","        781.11","    5771311","          4508019532.10","     126688"
"INFY","EQ","05-Feb-2020","        787.85","        781.00","        786.00","        774.40","        784.50","        784.55","        779.33","    6310409","          4917872804.05","     142904"
"INFY","EQ","06-Feb-2020","        784.55","        784.35","        786.80","        770.00","        772.00","        771.35","        775.78","    7341622","          5695512989.35","     133662"
"INFY","EQ","07-Feb-2020","        771.35","        775.95","        778.85","        771.00","        776.00","        777.30","        775.80","    2853344","          2213620887.90","      53815"
"INFY","EQ","10-Feb-2020","        777.30","        774.00","        778.00","        769.75","        773.00","        773.20","        772.86","    3827682","          2958264287.05","      50917"
"INFY","EQ","11-Feb-2020","        773.20","        779.00","        779.10","        769.20","        775.00","        773.55","        773.48","    4312817","          3335859222.95","      83764"
"INFY","EQ","12-Feb-2020","        773.55","        775.80","        783.25","        775.10","        780.80","        781.05","        780.73","    2948825","          2302228797.45","      80507"
"INFY","EQ","13-Feb-2020","        781.05","        785.00","        794.00","        782.20","        792.50","        792.25","        787.51","    4387430","          3455129906.00","      80876"
"INFY","EQ","14-Feb-2020","        792.25","        794.50","        799.20","        784.60","        786.30","        786.45","        791.78","    5321680","          4213573742.60","     103460"
"INFY","EQ","17-Feb-2020","        786.45","        790.30","        793.45","        783.30","        788.85","        789.45","        789.21","    2929629","          2312085827.25","      69780"
"INFY","EQ","18-Feb-2020","        789.45","        785.00","        799.05","        783.65","        798.50","        797.65","        793.27","    5083346","          4032462343.75","     103674"
"INFY","EQ","19-Feb-2020","        797.65","        800.00","        804.85","        796.15","        800.40","        800.45","        799.62","    3985192","          3186637946.20","      79345"
"INFY","EQ","20-Feb-2020","        800.45","        803.25","        806.10","        793.85","        796.80","        797.00","        800.74","    4564569","          3655039598.50","      94252"
"INFY","EQ","24-Feb-2020","        797.00","        800.10","        811.60","        792.15","        795.90","        795.85","        804.05","    6627536","          5328879149.90","     130286"
"INFY","EQ","25-Feb-2020","        795.85","        799.00","        806.00","        795.40","        799.50","        798.40","        799.93","    6996695","          5596900401.25","     114637"
"INFY","EQ","26-Feb-2020","        798.40","        793.95","        801.45","        780.50","        782.25","        782.75","        791.65","    8760569","          6935314353.15","     168481"
"INFY","EQ","27-Feb-2020","        782.75","        778.00","        780.75","        772.20","        776.55","        777.85","        777.16","    5223386","          4059425154.50","     100716"
"INFY","EQ","28-Feb-2020","        777.85","        750.00","        756.80","        722.05","        732.00","        731.70","        738.68","   14123957","         10433101671.40","     277778"
"INFY","EQ","02-Mar-2020","        731.70","        737.00","        765.90","        733.75","        739.40","        741.05","        750.99","    9821523","          7375861532.00","     155968"
"INFY","EQ","03-Mar-2020","        741.05","        755.00","        759.00","        741.25","        751.00","        747.00","        749.09","    7826587","          5862836380.75","     136066"
"INFY","EQ","04-Mar-2020","        747.00","        753.90","        761.50","        745.55","        758.00","        758.75","        753.23","   11013444","          8295623046.90","     155822"
"INFY","EQ","05-Mar-2020","        758.75","        763.75","        773.55","        751.75","        754.15","        754.60","        763.70","    7755293","          5922737656.50","     124093"
